,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,fax,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,logo_url,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
181,20852,Real Estate,307.0,"Federal Realty is a recognized leader in the ownership, operation and redevelopment of high-quality retail-based properties located primarily in major coastal markets from Washington, D.C. to Boston as well as San Francisco and Los Angeles. Founded in 1962, Federal Realty's mission is to deliver long-term, sustainable growth through investing in densely populated, affluent communities where retail demand exceeds supply. Its expertise includes creating urban, mixed-use neighborhoods like Santana Row in San Jose, California, Pike & Rose in North Bethesda, Maryland and Assembly Row in Somerville, Massachusetts. These unique and vibrant environments that combine shopping, dining, living and working provide a destination experience valued by their respective communities. Federal Realty's 104 properties include approximately 2,800 tenants, in 24 million square feet, and approximately 2,800 residential units. Federal Realty has increased its quarterly dividends to its shareholders for 53 consecutive years, the longest record in the REIT industry. Federal Realty is an S&P 500 index member and its shares are traded on the NYSE under the symbol FRT.",North Bethesda,301-998-8100,MD,United States,[],http://www.federalrealty.com,1.0,909 Rose Avenue,,REIT—Retail,0.5808,0.15381,0.64489,366286016.0,-0.059,0.27034,472688000.0,107.0,hold,543702000.0,240104624.0,120.0,120.09,-0.142,1.554,0.017819999,15.0,120.6,160.807,0.04696,131.0,779900992.0,4411177984.0,813862016.0,10.03,USD,10.725,1.251,2.8,NYQ,Federal Realty Investment Trust,Federal Realty Investment Trust,America/New_York,EDT,True,-14400000,EQUITY,FRT,finmb_271305,us_market,,16.197,,27.888,,,1.69,,77706496.0,,,,30.03,3545877.0,0.0456,,1609372800.0,0.97133005,116098000.0,1.62,,,3.9990008,0.01002,1672444800.0,,1617148800.0,5.39,1623715200.0,76937473.0,1.177366,13182361600.0,2.0,,500083200.0,3:2,,,,-0.119,11.466038,1626307200.0,9.76,,71.059166,,0.0517,3930222.0,,,,120.76,121.16,109.57203,0.034945343,2.7829,,121.27,,465042.0,120.76,117.45371,4.22,121.16,,465042.0,,,4.24,1624233600.0,,,119.15,USD,74.12962,210991.0,,,,9331772416.0,,,578995.0,119.15,120.37,1000.0,210991.0,125.0,,3.53,67.01,116.82,False,0.036,1200.0,121.27,120.09,https://logo.clearbit.com/federalrealty.com,Suite 200,,,,78719075-9cf7-3d6b-af71-6a59d4f27484
182,EC4M 8AP,Energy,20000.0,"TechnipFMC plc engages in the oil and gas projects, technologies, and systems and services businesses. It operates through two segments, Subsea and Surface Technologies. The Subsea segment designs and manufactures products and systems; performs engineering, procurement, and project management; and provides services used by oil and gas companies involved in offshore exploration and production of crude oil and natural gas. The Surface Technologies segment designs and manufactures systems, as well as provides services used by oil and gas companies involved in the land and shallow water exploration and production of crude oil and natural gas. This segment also designs, manufactures, and supplies technologically advanced wellhead systems, and high pressure valves and pumps used in stimulation activities for oilfield service companies, as well as provides installation, flowback, and other services for exploration and production companies. It operates in Europe, Russia, Central Asia, the Americas, the Asia Pacific, Africa, and the Middle East. The company was incorporated in 2015 and is headquartered in London, the United Kingdom.",London,44 20 3429 3950,,United Kingdom,[],http://www.technipfmc.com,1.0,One St. Paulâs Churchyard,,Oil & Gas Equipment & Services,0.0919,0.01202,0.14528,884800000.0,0.03,0.058709998,1208300032.0,3.5,buy,1841200000.0,-2922575104.0,11.0,7.07,,1.565,0.03182,21.0,10.12,91.513,0.10840999,12.76,1655399936.0,3321299968.0,13148600320.0,3.673,USD,29.222,1.159,2.3,NYQ,TechnipFMC plc,TechnipFMC plc,America/New_York,EDT,False,-14400000,EQUITY,FTI,finmb_1342651,us_market,,0.373,,4.055,,,0.19,,450668000.0,,,,8.124,10475403.0,0.0232,,1609372800.0,0.91094,380400000.0,0.743,,,0.870261,0.01018,1672444800.0,,1625011200.0,1.85,1625011200.0,423266342.0,2.342171,4899759616.0,2.0,,1613433600.0,1344:1000,,,,,0.24232411,1627603200.0,40.52,,37.21053,,0.0233,11300574.0,,,,7.16,7.12,8.167352,0.0,0.0,,7.19,,4525185.0,7.16,8.000286,0.0,7.12,,4525185.0,,,,1584921600.0,,,6.94,USD,9.515478,2677960.0,,,,3186222848.0,,,5754945.0,6.94,7.24,4000.0,2677960.0,10.7,,,3.802083,7.07,False,,3200.0,7.19,7.07,https://logo.clearbit.com/technipfmc.com,,,,,bd085b66-452a-38b1-9857-ffba9bf34194
183,94086,Technology,8615.0,"Fortinet, Inc. provides broad, integrated, and automated cybersecurity solutions in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It offers FortiGate hardware and software licenses that provide various security and networking functions, including firewall, intrusion prevention, anti-malware, virtual private network, application control, web filtering, anti-spam, and wide area network acceleration. The company also provides FortiSwitch product family that offers secure switching solutions for connecting customers their end devices; FortiAP product family, which provides secure wireless networking solutions; FortiExtender, a hardware appliance; FortiAnalyzer product family, which offers centralized network logging, analyzing, and reporting solutions; and FortiManager product family that provides central and scalable management solution for its FortiGate products. It offers FortiWeb product family provides web application firewall solutions; FortiMail product family that secure email gateway solutions; FortiSandbox technology that delivers proactive detection and mitigation services; FortiClient that provides endpoint protection with pattern-based anti-malware, behavior-based exploit protection, web-filtering, and an application firewall; FortiToken and FortiAuthenticator product families for multi-factor authentication to safeguard systems, assets, and data; and FortiEDR/XDR, an endpoint protection solution that provides both comprehensive machine-learning anti-malware execution and real-time post-infection protection. The company provides security subscription, technical support, professional, and training services. It sells its security solutions to channel partners and directly to various customers in telecommunications, technology, government, financial services, education, retail, manufacturing, and healthcare industries. It has strategic alliance with Linksys. The company was founded in 2000 and is headquartered in Sunnyvale, California.",Sunnyvale,408 235 7700,CA,United States,[],http://www.fortinet.com,1.0,899 Kifer Road,408 235 7737,Software—Infrastructure,0.22027999,0.18009001,0.78075,1080199936.0,0.23,0.19516,600700032.0,125.0,buy,2024400000.0,715500032.0,225.0,305.66,0.067,2.012,0.07837,27.0,221.52,106.382,0.64742,304.0,2936900096.0,1043400000.0,2727000064.0,17.983,USD,16.802,1.903,2.2,NMS,"Fortinet, Inc.","Fortinet, Inc.",America/New_York,EDT,True,-14400000,EQUITY,FTNT,finmb_2689126,us_market,,13.571,,61.607,,,4.35,,163318000.0,,,,6.006,2225981.0,0.0136,,1609372800.0,0.74167,491100000.0,2.956,,,50.89244,0.18244,1672444800.0,,1617148800.0,2.83,1620950400.0,139091112.0,1.105434,37007130624.0,2.0,,1306972800.0,2:1,,,,0.025,18.30575,1623715200.0,3.49,,70.26667,,0.0167,2605319.0,,,,298.67,299.34,209.70189,,0.0,,309.7,,1189057.0,298.67,264.722,,299.34,,1189057.0,,,,,,,298.28,USD,103.403244,1059131.0,,,,49919778816.0,,,928198.0,298.28,305.66,1000.0,1059131.0,309.7,,,106.75,305.65,False,,1000.0,309.7,305.66,https://logo.clearbit.com/fortinet.com,,,,,8fc5534b-9ba8-33ef-872b-7b68698408fd
184,98203,Technology,17000.0,"Fortive Corporation designs, develops, manufactures, markets, and services professional and engineered products, software, and services worldwide. Its Intelligent Operating Solutions segment offers connected reliability tools; environment, health, safety, and quality enterprise software products; facility and asset lifecycle software; pre-construction planning and construction procurement solutions; ruggedized professional test tools; electric, pressure, and temperature calibration tools; and portable gas detection tools for a range of vertical end markets including manufacturing, process industries, healthcare, utilities and power, communications and electronics, and others. It markets its products and services under the ACCRUENT, FLUKE, FLUKE NETWORKS, GORDIAN, INDUSTRIAL SCIENTIFIC, INTELEX, and PRUFTECHNIK brands. The company's Precision Technologies segment provides electrical test and measurement instruments and services; energetic material devices; and sensor and control system solutions for power and energy, medical equipment, food and beverage, aerospace and defense, off-highway vehicles, electronics, semiconductors, and other general industrial markets. This segment markets its products under the ANDERSON-NEGELE, GEMS, SETRA, HENGSTLER-DYNAPAR, QUALITROL, PACIFIC SCIENTIFIC, KEITHLEY, and TEKTRONIX brands. Its Advanced Healthcare Solutions segment offers hardware and software products and services, including instrument and device reprocessing, instrument tracking, biomedical test tools, radiation safety monitoring, and asset management services; subscription-based surgical inventory management systems to facilitate inventory management and regulatory compliance, as well as technical, analytical, and compliance services to determine radiation exposure services under the ASP, CENSIS, CENSITRAC, EVOTECH, FLUKE BIOMEDICAL, INVETECH, LANDAUER, RAYSAFE, and STERRAD brands. Fortive Corporation was incorporated in 2015 and is headquartered in Everett, Washington.",Everett,425 446 5000,WA,United States,[],http://www.fortive.com,1.0,6920 Seaway Boulevard,,Scientific & Technical Instruments,0.22413,0.35139,0.56767,1390499968.0,0.136,0.14419,1072600000.0,72.0,buy,2616700000.0,1126550016.0,80.0,75.61,2.808,1.132,0.02763,16.0,80.13,30.663,0.18551001,88.0,1299600000.0,2764800000.0,4785500160.0,3.839,USD,14.165,0.86,2.3,NYQ,Fortive Corporation,Fortive Corporation,America/New_York,EDT,True,-14400000,EQUITY,FTV,finmb_318505463,us_market,,5.39,,24.047,,,2.85,,338526016.0,,,,26.614,7886151.0,0.0233,,1609372800.0,0.95995003,1440099968.0,4.682,,,2.840986,0.04408,1672444800.0,,1617321600.0,3.7,1615766400.0,325763122.0,1.229134,25792573440.0,2.0,,1602201600.0,1195:1000,,,,1.63,5.3486476,1618444800.0,2.9,,26.529825,,0.027,9003159.0,,,,74.98,75.0,70.238625,0.003734329,0.0664,,75.825,,2375442.0,74.98,70.71743,0.28,75.0,,2375442.0,,,0.28,1622073600.0,,,74.84,USD,16.14908,1831427.0,,,,25595953152.0,,,2929448.0,74.84,75.63,1000.0,1831427.0,75.825,,,58.51883,75.62,False,0.0039,800.0,75.825,75.61,https://logo.clearbit.com/fortive.com,,,,,1b517de9-8c4c-31b6-81b9-8e271cbed5f0
185,20190,Industrials,100000.0,"General Dynamics Corporation operates as an aerospace and defense company worldwide. It operates through four segments: Aerospace, Marine Systems, Combat Systems, and Technologies. The Marine Systems segment designs and builds nuclear-powered submarines, surface combatants, and auxiliary ships for the United States Navy and Jones Act ships for commercial customers, as well as oil and product tankers, and container and cargo ships. This segment also provides submarine maintenance and modernization services; lifecycle support services for navy surface ships; and program management, planning, engineering, and design support services for submarines and surface-ships. The Combat Systems segment manufactures land combat solutions, such as wheeled and tracked combat vehicles, weapons systems, munitions, mobile bridge systems with payloads, tactical vehicles, main battle tanks, armored vehicles, weapons systems, and armaments. This segment also offers modernization program, engineering, support, and sustainment services. The Technologies segment provides information technology solutions and mission-support services; mobile communication, computers, and command-and-control mission systems; and intelligence, surveillance, and reconnaissance solutions to military, intelligence, and federal civilian customers. This segment also offers cloud computing, artificial intelligence, machine learning, big data analytics, development, security and operation, software-defined network, everything as-a-service and defense enterprise office system solutions. General Dynamics Corporation was founded in 1899 and is headquartered in Reston, Virginia.",Reston,703-876-3000,VA,United States,[],http://www.gd.com,1.0,11011 Sunset Hills Road,,Aerospace & Defense,0.13262999,0.08217,0.16499001,4470000128.0,0.073,0.10979,5114999808.0,153.0,buy,6325000000.0,1832625024.0,195.0,199.17,0.021,1.347,0.05105,17.0,199.94,94.459,0.22207001,243.0,1811000064.0,14490000384.0,38564999168.0,6.419,USD,134.935,0.857,2.4,NYQ,General Dynamics Corporation,General Dynamics Corporation,America/New_York,EDT,True,-14400000,EQUITY,GD,finmb_274561,us_market,,1.748,,13.181,,,12.28,,286264992.0,,,,54.761,2210491.0,0.0078,,1609372800.0,0.87632006,3168999936.0,11.0,,,3.6370773,0.05975,1672444800.0,,1617494400.0,2.19,1623715200.0,246157335.0,1.125136,67422318592.0,2.0,,1143417600.0,2:1,,,,0.003,1.4784235,1626307200.0,2.58,,16.219055,,0.0095,2723917.0,,,,200.69,200.78,181.94211,0.021924362,0.3982,,201.15,,734785.0,200.69,191.44829,4.4,200.78,,734785.0,,,4.76,1625097600.0,,,198.37,USD,18.106363,514140.0,,,,57015398400.0,,,965990.0,198.37,201.93,900.0,514140.0,201.15,,2.13,129.17,199.46,False,0.024500001,800.0,201.15,199.17,https://logo.clearbit.com/gd.com,,,,,56a03673-5e46-3211-95a5-5359c5ad144f
186,02210,Industrials,174000.0,"General Electric Company operates as a high-tech industrial company worldwide. The company's Power segment offers heavy-duty and aeroderivative gas turbines for utilities, independent power producers, and industrial applications; maintenance, service, and upgrade solutions to plant assets and their operational lifecycle; steam power technology for fossil and nuclear applications, including boilers, generators, steam turbines, and air quality control systems; and advanced reactor technologies solutions comprising reactors, fuels, and support services for boiling water reactors. This segment also applies the science and systems of power conversion to provide motors, generators, automation, and control equipment; and drives for energy intensive industries, such as marine, oil and gas, mining, rail, metals, test systems, and water. Its Renewable Energy segment provides various solutions for its customers through combining onshore and offshore wind, blades, hydro, storage, solar, and grid solutions, as well as hybrid renewables and digital services offerings. The company's Aviation segment designs and produces commercial and military aircraft engines, integrated engine components, electric power, and mechanical aircraft systems; and provides aftermarket services. Its Healthcare segment develops, manufactures, markets, and services magnetic resonance, computed tomography, molecular imaging, x-ray and high-frequency soundwave systems, clinical monitoring and acute care systems, enterprise digital, artificial intelligence applications, consulting and command center, and complementary software and services; and researches, manufactures, and markets imaging agents. The company's Capital segment offers aviation leasing and financing, and working capital services; financial solutions and underwriting capabilities; and insurance and reinsurance for life and health risks, as well as annuity products. The company was founded in 1878 and is headquartered in Boston, Massachusetts.",Boston,617-443-3000,MA,United States,[],http://www.ge.com,1.0,5 Necco Street,,Specialty Industrial Machinery,0.10458,-0.01561,0.20847,3547000064.0,0.03,0.03963,8134000128.0,10.0,buy,13514000000.0,17141000192.0,16.0,106.52,,1.808,0.0078,15.0,14.97,181.254,0.06566,18.0,28593999872.0,63523999744.0,77776003072.0,3.256,USD,10.623,0.899,2.1,NYQ,General Electric Company,General Electric Company,America/New_York,EDT,True,-14400000,EQUITY,GE,finmb_177031,us_market,,1.946,,18.608,,,0.52,,8778640384.0,,,,3.825,85097263.0,0.0097,,1609372800.0,0.65528,2087000064.0,-0.453,,,27.848364,0.00243,1672444800.0,,1625011200.0,1.58,1623715200.0,8756188522.0,,151355441152.0,2.0,,1627862400.0,1:8,,,,,12.022998,1626307200.0,17.4,,204.84616,,0.0098,87507681.0,,,,106.04,106.19,103.682755,0.00037721614,,,107.2199,,12656357.0,106.04,103.69543,0.04,106.19,,12656357.0,,,0.04,1624579200.0,,,105.24,USD,,6002480.0,,,,935100743680.0,,,7913110.0,105.24,106.67,1300.0,6002480.0,115.36,,2.55,47.44,106.46,False,0.0031,1100.0,107.2199,106.52,https://logo.clearbit.com/ge.com,,,,,f8037296-28ad-3419-9f22-4c2a225038e9
187,94404,Healthcare,13600.0,"Gilead Sciences, Inc., a research-based biopharmaceutical company, discovers, develops, and commercializes medicines in the areas of unmet medical need in the United States, Europe, and internationally. The company provides Biktarvy, Genvoya, Descovy, Odefsey, Truvada, Complera/ Eviplera, Stribild, and Atripla products for the treatment of human immunodeficiency virus (HIV) infection; Veklury, an injection for intravenous use, for the treatment of coronavirus disease 2019; and Epclusa, Harvoni, Vosevi, Vemlidy, and Viread for the treatment of liver diseases. It also offers Yescarta, Tecartus, Trodelvy, and Zydelig products for the treatment of hematology, oncology, and cell therapy patients. In addition, the company provides Letairis, an oral formulation for the treatment of pulmonary arterial hypertension; Ranexa, an oral formulation for the treatment of chronic angina; and AmBisome, a liposomal formulation for the treatment of serious invasive fungal infections. Gilead Sciences, Inc. has collaboration agreements with Arcus Biosciences, Inc.; Pionyr; Tizona; Tango Therapeutics, Inc.; Jounce Therapeutics, Inc.; Galapagos; Janssen; Japan Tobacco, Inc.; Gadeta; Bristol-Myers Squibb Company; Merck; and Novo Nordisk A/S. The company was founded in 1987 and is headquartered in Foster City, California.",Foster City,650 574 3000,CA,United States,[],http://www.gilead.com,1.0,333 Lakeside Drive,650 578 9264,Drug Manufacturers—General,0.53476,0.19378,0.83448,9091999744.0,0.209,0.46817002,14245000192.0,60.0,buy,20998000000.0,7970375168.0,74.4,70.88,,1.363,0.1258,26.0,74.61,153.095,0.27137,100.0,6844000256.0,30175000576.0,26638000128.0,5.459,USD,21.209,1.076,2.4,NMS,"Gilead Sciences, Inc.","Gilead Sciences, Inc.",America/New_York,EDT,True,-14400000,EQUITY,GILD,finmb_29002,us_market,,4.135,,7.733,,,6.64,,1254179968.0,,,,15.113,25726994.0,0.020499999,,1609372800.0,0.81001,5161999872.0,0.24,,,4.690002,0.00096000003,1672444800.0,,1625011200.0,4.32,1625011200.0,1252668473.0,0.405056,110151761920.0,2.0,,1359331200.0,2:1,,,,,3.3371978,1627603200.0,3.13,,10.674699,,0.020499999,24234511.0,,,,69.84,70.25,66.49413,0.03937572,0.67800003,,70.99,,5242228.0,69.84,68.50943,2.75,70.25,,5242228.0,,,2.84,1631577600.0,,,69.74,USD,295.33334,5552796.0,,,,88896274432.0,,,6399039.0,69.74,70.78,3200.0,5552796.0,70.99,,3.33,56.56,70.4,False,0.040999997,2200.0,70.99,70.88,https://logo.clearbit.com/gilead.com,,,,,8659e669-8ec5-3b0f-9929-db5db506231f
188,55426,Consumer Defensive,35000.0,"General Mills, Inc. manufactures and markets branded consumer foods worldwide. The company operates in five segments: North America Retail; Convenience Stores & Foodservice; Europe & Australia; Asia & Latin America; and Pet. It offers ready-to-eat cereals, refrigerated yogurt, soup, meal kits, refrigerated and frozen dough products, dessert and baking mixes, bakery flour, frozen pizza and pizza snacks, snack bars, fruit and salty snacks, ice cream, nutrition bars, wellness beverages, and savory and grain snacks, as well as various organic products, including frozen and shelf-stable vegetables. It also supplies branded and unbranded food products to the North American foodservice and commercial baking industries; and manufactures and markets pet food products, including dog and cat food. The company markets its products under the Annie's, Betty Crocker, Bisquick, Blue Buffalo, Blue Basics, Blue Freedom, Bugles, Cascadian Farm, Cheerios, Chex, Cinnamon Toast Crunch, Cocoa Puffs, Cookie Crisp, EPIC, Fiber One, Food Should Taste Good, Fruit by the Foot, Fruit Gushers, Fruit Roll-Ups, Gardetto's, Go-Gurt, Gold Medal, Golden Grahams, HÃ¤agen-Dazs, Helpers, Jus-Rol, Kitano, Kix, LÃ¤rabar, Latina, LibertÃ©, Lucky Charms, Muir Glen, Nature Valley, Oatmeal Crisp, Old El Paso, Oui, Pillsbury, Progresso, Raisin Nut Bran, Total, Totino's, Trix, Wanchai Ferry, Wheaties, Wilderness, Yoki, and Yoplait trademarks. It sells its products directly, as well as through broker and distribution arrangements to grocery stores, mass merchandisers, membership stores, natural food chains, e-commerce retailers, commercial and noncommercial foodservice distributors and operators, restaurants, convenience stores, and pet specialty stores, as well as drug, dollar, and discount chains. The company operates 466 leased and 392 franchise ice cream parlors. General Mills, Inc. was founded in 1866 and is headquartered in Minneapolis, Minnesota.",Minneapolis,763 764 7600,MN,United States,[],http://www.generalmills.com,1.0,Number One General Mills Boulevard,,Packaged Foods,0.22647,0.12908,0.35586,2983200000.0,-0.099,0.1933,4105200128.0,50.0,hold,6450600000.0,2187725056.0,64.0,58.95,-0.334,0.696,0.069910005,18.0,63.04,125.325,0.24346,71.0,1865200000.0,13006399488.0,18126999552.0,3.072,USD,29.518,0.441,2.9,NYQ,"General Mills, Inc.","General Mills, Inc.",America/New_York,EDT,True,-14400000,EQUITY,GIS,finmb_274715,us_market,,2.654,,11.72,,,3.71,,609971008.0,,,,14.531,21988322.0,0.036199998,,1622332800.0,0.78866,2339800064.0,4.119,,,4.056844,0.0017499999,1685404800.0,,1622332800.0,5.91,1623715200.0,605261263.0,0.560391,48111124480.0,2.0,,1276041600.0,2:1,,,,-0.334,1.9836594,1626307200.0,3.78,,15.889488,,0.0363,23014251.0,,,,59.05,58.97,60.036884,0.0338696,0.5344,,59.34,,3096428.0,59.05,59.406284,2.0,58.97,,3096428.0,,,2.04,1625702400.0,,,58.88,USD,14.311727,1995957.0,,,,35957792768.0,,,3423739.0,58.88,58.97,800.0,1995957.0,65.52,,3.63,53.96,58.85,False,0.0343,1400.0,59.34,58.95,https://logo.clearbit.com/generalmills.com,,,,,715ecda3-bb03-3fbf-af13-26d8a6c32193
189,14831,Technology,50110.0,"Corning Incorporated engages in display technologies, optical communications, environmental technologies, specialty materials, and life sciences businesses worldwide. The company's Display Technologies segment offers glass substrates for liquid crystal displays and organic light-emitting diodes used in televisions, notebook computers, desktop monitors, tablets, and handheld devices. Its Optical Communications segment provides optical fibers and cables; and hardware and equipment products, including cable assemblies, fiber optic hardware and connectors, optical components and couplers, closures, network interface devices, and other accessories for various carrier network applications. This segment also offers operator-grade distributed antenna systems; optical network evolution wireless platform; subscriber demarcation, connection and protection devices, various digital subscriber line passive solutions, and outside plant enclosures; and coaxial RF interconnects for the cable television industry and microwave applications. The company's Environmental Technologies segment offers ceramic substrates and filter products for emissions control in mobile, gasoline, and diesel applications. Its Specialty Materials segment manufactures products that provide material formulations for glass, glass ceramics, and fluoride crystals. The company's Life Sciences segment offers laboratory products comprising consumables, such as plastic vessels, specialty surfaces, cell culture media, and serum, as well as general labware and equipment under the Corning, Falcon, Pyrex, and Axygen brands. The company was formerly known as Corning Glass Works and changed its name to Corning Incorporated in April 1989. Corning Incorporated was founded in 1851 and is headquartered in Corning, New York.",Corning,607-974-9000,NY,United States,[],http://www.corning.com,1.0,One Riverfront Plaza,,Electronic Components,0.26823,0.09892,0.36125,2655000064.0,0.376,0.1453,3272999936.0,40.0,buy,3974000000.0,1389500032.0,52.0,40.36,,2.307,0.03821,11.0,48.82,62.723,0.0934,55.0,2868000000.0,8504000000.0,12202000384.0,3.369,USD,16.003,1.357,1.9,NYQ,Corning Incorporated,Corning Incorporated,America/New_York,EDT,True,-14400000,EQUITY,GLW,finmb_173840,us_market,,3.517,,13.111,,,2.38,,851356992.0,,,,14.413,9048773.0,0.0106,,1609372800.0,0.69816,1108999936.0,1.41,,,2.8002498,0.09696999,1672444800.0,,1617148800.0,2.23,1619740800.0,768715624.0,1.161956,42911440896.0,2.0,,970617600.0,3:1,,,,,2.815995,1622160000.0,0.82,,16.957983,,0.0139,7281543.0,,,,40.94,40.89,41.393913,0.02198339,0.65690005,,40.98,,3462671.0,40.94,40.819714,0.9,40.89,,3462671.0,,,0.96,1622073600.0,,,40.16,USD,28.624115,2156036.0,,,,34360770560.0,,,4292706.0,40.16,40.5,900.0,2156036.0,46.82,,2.4,30.16,40.42,False,0.0235,1800.0,40.98,40.36,https://logo.clearbit.com/corning.com,,,,,00ec92fb-b808-359d-ab84-18e395eb0a3b
190,48265-3000,Consumer Cyclical,155000.0,"General Motors Company designs, builds, and sells cars, trucks, crossovers, and automobile parts worldwide. The company operates through GM North America, GM International, Cruise, and GM Financial segments. It markets its vehicles primarily under the Buick, Cadillac, Chevrolet, GMC, Holden, Baojun, and Wuling brand names. The company also sells trucks, crossovers, and cars to dealers for consumer retail sales, as well as to fleet customers, including daily rental car companies, commercial fleet customers, leasing companies, and governments. In addition, it offers safety and security services for retail and fleet customers, including automatic crash response, emergency services, roadside assistance, crisis assist, stolen vehicle assistance, and turn-by-turn navigation, as well as connected services comprising mobile applications for owners to remotely control their vehicles and electric vehicle owners to locate charging stations, on-demand vehicle diagnostics, smart driver, marketplace in-vehicle commerce, connected navigation, SiriusXM with 360L, and 4G LTE wireless connectivity. Further, the company provides automotive financing services; and operates an online store. General Motors Company was founded in 1908 and is headquartered in Detroit, Michigan.",Detroit,313-667-1500,MI,United States,[],http://www.gm.com,1.0,300 Renaissance Center,,Auto Manufacturers,0.13029,0.074889995,0.13566,16375000064.0,-0.007,0.088870004,15928000512.0,27.0,buy,14502000000.0,-13619874816.0,72.0,54.62,10.941,1.076,0.027999999,20.0,71.5,206.072,0.18325001,90.0,23079999488.0,112191995904.0,122250002432.0,15.91,USD,85.103,0.827,1.8,NYQ,General Motors Company,General Motors Company,America/New_York,EDT,True,-14400000,EQUITY,GM,finmb_61206100,us_market,,1.482,,11.373,,,6.87,,1450669952.0,,,,34.531,17744594.0,0.012200001,,1609372800.0,0.84225,8976000000.0,6.195,,,1.5817672,0.04914,1672444800.0,,1617148800.0,1.14,1619740800.0,1379486450.0,1.359239,181149745152.0,2.0,,,,,,,9.279,0.6481438,1622160000.0,0.68,,7.9505095,,0.0123000005,15191287.0,,,,54.27,54.44,56.84978,0.0,0.0,,55.0334,,23775071.0,54.27,57.001713,0.0,54.44,,23775071.0,,,,1583366400.0,,,54.19,USD,8.816788,10713837.0,,,,79235588096.0,,,16054632.0,54.19,54.62,2200.0,10713837.0,64.3,,,27.15,54.61,False,,1400.0,55.0334,54.62,https://logo.clearbit.com/gm.com,,,,,64f3bd17-41ab-3d6b-a545-a1ae09bb8728
