,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,logo_url,trailingPE,address2,fax
57,W6 8BS,Communication Services,23000.0,"Liberty Global plc, together with its subsidiaries, provides broadband internet, video, fixed-line telephony, and mobile communications services to residential customers and businesses. It offers value-added broadband services, such as intelligent WiFi features; security; smart home, online storage solutions, and Web spaces; and Connect Box, a connectivity device that delivers in-home Wi-Fi coverage. The company also provides community Wi-Fi via routers in home, which provides access to the Internet; public Wi-Fi access points in train stations, hotels, bars, restaurants, and other public places. In addition, its cable operations comprise various tiers of digital video programming and audio services, as well as offers digital video recorders and multimedia home gateway systems. The company's channel offerings include general entertainment, sports, movies, documentaries, lifestyles, news, adult, children, and ethnic and foreign channels. Further, it provides mobile services, such as voice, short message service, and Internet access; circuit-switched telephony services; and personal call manager, unified messaging, and a second or third phone line at an incremental cost. Additionally, the company offers voice, advanced data, video, wireless, cloud-based services, and mobile and converged fixed-mobile services to small business and medium and large enterprises, as well as on a wholesale basis to other operators. It serves in the United Kingdom, Belgium, Switzerland, Ireland, Poland, Slovakia, and internationally. Liberty Global plc was founded in 2004 and is based in London, the United Kingdom.",London,44 208 4836449,,United Kingdom,[],http://www.libertyglobal.com,1,Griffin House,Entertainment,0.37564,-0.093739994,0.7097,4557199872.0,0.257,0.20409,4777999872.0,24.6,buy,8543100000.0,1738762496.0,33.75,28.74,0.58,0.992,0.030989999,16.0,36.59,121.724,-0.0791,57.0,2601900032.0,16418199552.0,12719599616.0,4.61,USD,21.623,0.845,2.2,NMS,Liberty Global plc,Liberty Global plc,America/New_York,EDT,True,-14400000,,EQUITY,LBTYA,,,finmb_9956099,44866f49-48c8-3738-80da-c91e35f23464,us_market,,2.267,,6.035,,,1.33,,181204000.0,,,,23.536,3847442.0,0.0068,,1609372800.0,0.9231,-1192400000.0,-2.704,,,1.2211081,0.03533,1672444800.0,,1617148800.0,4.0,1620950400.0,462699638.0,1.320652,28836345856.0,2,,1466467200.0,9:8,,,0.459,1.292839,1623715200.0,-0.28,,21.609022,,0.0297,3941271.0,,,28.57,28.48,26.303478,,0.0,,28.79,,1518514,28.57,26.717428,,28.48,1518514,,,,,,,28.06,USD,824372,,,,16444395520.0,,,1133507,28.06,28.76,1800,824372,29.07,,,18.73,28.75,False,,900,28.79,28.74,https://logo.clearbit.com/libertyglobal.com,,161 Hammersmith Road,
58,W6 8BS,Communication Services,23000.0,"Liberty Global plc, together with its subsidiaries, provides broadband internet, video, fixed-line telephony, and mobile communications services to residential customers and businesses. It offers value-added broadband services, such as intelligent WiFi features; security; smart home, online storage solutions, and Web spaces; and Connect Box, a connectivity device that delivers in-home Wi-Fi coverage. The company also provides community Wi-Fi via routers in home, which provides access to the Internet; public Wi-Fi access points in train stations, hotels, bars, restaurants, and other public places. In addition, its cable operations comprise various tiers of digital video programming and audio services, as well as offers digital video recorders and multimedia home gateway systems. The company's channel offerings include general entertainment, sports, movies, documentaries, lifestyles, news, adult, children, and ethnic and foreign channels. Further, it provides mobile services, such as voice, short message service, and Internet access; circuit-switched telephony services; and personal call manager, unified messaging, and a second or third phone line at an incremental cost. Additionally, the company offers voice, advanced data, video, wireless, cloud-based services, and mobile and converged fixed-mobile services to small business and medium and large enterprises, as well as on a wholesale basis to other operators. It serves in the United Kingdom, Belgium, Switzerland, Ireland, Poland, Slovakia, and internationally. Liberty Global plc was founded in 2004 and is based in London, the United Kingdom.",London,44 208 4836449,,United Kingdom,[],http://www.libertyglobal.com,1,Griffin House,Entertainment,0.37564,-0.093739994,0.7097,4557199872.0,0.257,0.20409,4777999872.0,,buy,8543100000.0,1738762496.0,,28.86,0.58,0.992,0.030989999,,,121.724,-0.0791,,2601900032.0,16418199552.0,12719599616.0,4.61,USD,21.623,0.845,2.0,NMS,Liberty Global plc,Liberty Global plc,America/New_York,EDT,False,-14400000,,EQUITY,LBTYK,,,finmb_9956099,7b3613e6-4ca6-3279-ae76-5e2142ed828d,us_market,,2.262,,6.021,,,3.72,,371439008.0,,,,24.266,11283099.0,0.02,,1609372800.0,0.85120004,-1192400000.0,-2.027,,,1.1893184,0.05704,1672444800.0,,1617148800.0,5.52,1620950400.0,462699638.0,1.320652,28768622592.0,2,,1466467200.0,9:8,,,0.459,1.2768048,1623715200.0,,,7.7580647,,0.0322,13283554.0,,,28.65,28.59,26.227247,,0.0,,28.89,,2663842,28.65,26.728,,28.59,2663842,,,,,,,28.19,USD,1225015,,,,16240446464.0,,,2195437,28.19,28.86,2900,1225015,28.89,,,18.36,28.85,False,,3200,28.89,28.86,https://logo.clearbit.com/libertyglobal.com,,161 Hammersmith Road,
59,94538,Technology,13100.0,"Lam Research Corporation designs, manufactures, markets, refurbishes, and services semiconductor processing equipment used in the fabrication of integrated circuits worldwide. The company offers ALTUS systems to deposit conformal films for tungsten metallization applications; SABRE electrochemical deposition products for copper damascene manufacturing; SOLA ultraviolet thermal processing products for film treatments; and VECTOR plasma-enhanced CVD ALD products. It also provides SPEED gapfill high-density plasma chemical vapor deposition (HDP-CVD) products; and Striker single-wafer atomic layer deposition (ALD) products that provide multiple dielectric film solutions. In addition, the company offers Flex for dielectric etch applications; Kiyo for conductor etch applications; Syndion for through-silicon via etch applications; and Versys metal products for metal etch processes. Further, it provides Coronus bevel clean products to enhance die yield; Da Vinci, DV-Prime, EOS, and SP to address a range of wafer cleaning applications; and Metryx mass metrology systems for high precision in-line mass measurement in semiconductor wafer manufacturing. Lam Research Corporation was founded in 1980 and is headquartered in Fremont, California.",Fremont,510 572 0200,CA,United States,[],http://www.lamresearch.com,1,4650 Cushing Parkway,Semiconductor Equipment & Materials,0.31807,0.26072,0.46488997,2965275904.0,0.537,0.29548,4221655040.0,379.0,buy,4608693000.0,1834884224.0,750.0,583.51,0.91,3.134,0.17368999,23.0,728.43,108.292,0.69843,825.0,5789467136.0,5817047040.0,13272835072.0,40.594,USD,92.002,2.38,2.0,NMS,Lam Research Corporation,Lam Research Corporation,America/New_York,EDT,True,-14400000,,EQUITY,LRCX,,,finmb_30655,e4500f2f-32ec-313e-8728-0aab1549b6ef,us_market,,6.587,,20.71,,,32.42,,142619008.0,,,,37.667,2223824.0,0.0156,,1593302400.0,0.85517997,3460474112.0,23.652,,,15.49128,0.00217,1656374400.0,,1616889600.0,1.84,1620950400.0,142114474.0,1.275299,87431847936.0,2,,953251200.0,3:1,,,0.864,6.2699203,1623715200.0,0.77,,17.998459,,0.0156,2679270.0,,,608.52,598.35,602.22186,0.008298824,0.21350001,,598.4548,,971257,608.52,628.6417,5.05,598.35,971257,,,5.2,1623715200.0,,,578.15,USD,2512122,,,,83219619840.0,,,1240443,578.15,587.0,1200,2512122,673.8,,1.43,292.28,583.61,False,0.0085,900,598.4548,583.51,https://logo.clearbit.com/lamresearch.com,24.67064,,
60,20817,Consumer Cyclical,121000.0,"Marriott International, Inc. operates, franchises, and licenses hotel, residential, and timeshare properties worldwide. The company operates through North American Full-Service, North American Limited-Service, and Asia Pacific segments. It operates its properties under the JW Marriott, The Ritz-Carlton, Ritz-Carlton Reserve, W Hotels, The Luxury Collection, St. Regis, EDITION, Bulgari, Marriott Hotels, Sheraton, Delta Hotels, Marriott Executive Apartments, Marriott Vacation Club, Westin, Renaissance, Le MÃ©ridien, Autograph Collection, Gaylord Hotels, Tribute Portfolio, Design Hotels, Courtyard, Residence Inn, Fairfield by Marriott, SpringHill Suites, Four Points, TownePlace Suites, Aloft, AC Hotels by Marriott, Protea Hotels, Element, and Moxy brand names. As of February 23, 2021, it operated approximately 7,600 properties under 30 hotel brands in 133 countries and territories. Marriott International, Inc. was founded in 1927 and is headquartered in Bethesda, Maryland.",Bethesda,301-380-3000,MD,United States,[],http://www.marriott.com,1,10400 Fernwood Road,Lodging,0.37888,-0.17448,0.69509006,1152000000.0,-0.394,0.19763,671000000.0,130.0,buy,1442000000.0,827875008.0,140.0,134.77,,0.452,0.00876,18.0,147.44,4755.983,-2.88785,175.0,628000000.0,11128999936.0,1771000064.0,1.929,USD,5.43,0.42,2.5,NMS,Marriott International,"Marriott International, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,MAR,,,finmb_31148,6ab04619-82f8-3fe5-bc6c-71e6faef45b3,us_market,,31.874,,84.126,,,4.74,,325639008.0,,,,0.719,5085765.0,0.0156,,1609372800.0,0.61569,-309000000.0,-0.947,,,187.4409,0.16483,1672444800.0,,1617148800.0,2.53,1619740800.0,284774160.0,1.8875,56448598016.0,2,,1321920000.0,1061:1000,,,,24.780558,1622160000.0,0.11,,28.432491,,0.0178,6107840.0,,,138.12,137.55,141.70732,0.0,0.0,,138.0,,2548657,138.12,139.93343,0.0,137.55,2548657,,,,1582761600.0,,,134.24,USD,2018084,,,,43886370816.0,,,2130834,134.24,134.72,800,2018084,159.98,,,88.92,134.74,False,,1400,138.0,134.77,https://logo.clearbit.com/marriott.com,,,
61,85224-6199,Technology,19500.0,"Microchip Technology Incorporated develops, manufactures, and sells semiconductor products for various embedded control applications in the Americas, Europe, and Asia. The company offers general purpose 8-bit, 16-bit, and 32-bit microcontrollers; 32-bit embedded microprocessors markets; and specialized microcontrollers for automotive, industrial, computing, communications, lighting, power supplies, motor control, human machine interface, security, wired connectivity, and wireless connectivity applications. It also provides development tools that enable system designers to program microcontroller products for specific applications; field-programmable gate array (FPGA) products; and analog, interface, mixed signal, and timing products comprising power management, linear, mixed-signal, high-voltage, thermal management, discrete diodes and metal oxide semiconductor field effect transistors (MOSFETS), radio frequency (RF), drivers, safety, security, timing, USB, Ethernet, wireless, and other interface products. In addition, the company offers memory products consisting of serial electrically erasable programmable read-only memory, serial flash memories, parallel flash memories, serial static random access memories, and serial electrically erasable random access memories for the production of very small footprint devices; and licenses its SuperFlash embedded flash and Smartbits one time programmable NVM technologies to foundries, integrated device manufacturers, and design partners for use in the manufacture of microcontroller products, gate array, RF, analog, and neuromorphic compute products that require embedded non-volatile memory, as well as provides engineering services. Further, it offers wafer foundry and assembly, and test subcontracting manufacturing services; and timing systems products, application specific integrated circuits, and aerospace products. Microchip Technology Incorporated was incorporated in 1989 and is headquartered in Chandler, Arizona.",Chandler,480 792 7200,AZ,United States,[],http://www.microchip.com,1,2355 West Chandler Boulevard,Semiconductors,0.40245,0.08399,0.6297,2044600064.0,0.198,0.20366,2293199872.0,155.0,buy,3378800000.0,1772000000.0,175.0,151.15,0.854,1.981,0.04355,23.0,176.17,154.485,0.08685,200.0,279700000.0,8527399936.0,5698100224.0,1.021,USD,21.411,1.176,2.0,NMS,Microchip Technology Incorporat,Microchip Technology Incorporated,America/New_York,EDT,True,-14400000,,EQUITY,MCHP,,,finmb_31500,8cfbb7ea-d7da-3c80-a924-250bf7239709,us_market,,8.508,,21.142,,,8.54,,273531008.0,,,,19.512,5885605.0,0.0215,,1617148800.0,0.93394995,478600000.0,1.29,,,7.746515,0.02021,1680220800.0,,1625011200.0,3.15,1623715200.0,268455206.0,,48482275328.0,2,,1020902400.0,3:2,,,1.045,7.2557883,1626307200.0,1.77,,17.699062,,0.024600001,7351317.0,,,150.47,149.8,149.43689,0.00992889,1.1581,,151.9,,2179985,150.47,144.11658,1.494,149.8,2179985,,,1.65,1621468800.0,,,147.22,USD,3480095,,,,41344208896.0,,,1802485,147.22,151.27,1400,3480095,166.67,,1.63,95.53,147.57,False,0.0113,1100,151.9,151.15,https://logo.clearbit.com/microchip.com,117.17054,,
62,60607,Consumer Defensive,79000.0,"Mondelez International, Inc., through its subsidiaries, manufactures, markets, and sells snack food and beverage products worldwide. It offers biscuits, including cookies, crackers, and salted snacks; chocolates; and gums and candies, as well as various cheese and grocery, and powdered beverage products. The company's snack brand portfolio includes Cadbury, Milka, and Toblerone chocolates; Oreo, belVita, and LU biscuits; Halls candies; and Trident gums and Tang powdered beverages. It serves supermarket chains, wholesalers, supercenters, club stores, mass merchandisers, distributors, convenience stores, gasoline stations, drug stores, value stores, and other retail food+ outlets through direct store delivery, company-owned and satellite warehouses, distribution centers, and other facilities, as well as through independent sales offices and agents, and e-commerce channels. The company was formerly known as Kraft Foods Inc. and changed its name to Mondelez International, Inc. in October 2012. Mondelez International, Inc. was incorporated in 2000 and is based in Chicago, Illinois.",Chicago,847 943 4000,IL,United States,[],http://www.mondelezinternational.com,1,905 West Fulton Market,Confectioners,0.21935,0.13942,0.40428,4594999808.0,0.079,0.17715,5946999808.0,63.0,buy,10446000000.0,4654875136.0,69.0,62.39,0.333,0.608,0.0462,20.0,68.92,74.294,0.14344,74.0,2040999936.0,20170000384.0,27111999488.0,1.453,USD,19.019,0.368,1.8,NMS,"Mondelez International, Inc.","Mondelez International, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,MDLZ,,,finmb_739693,0e927b24-3ec8-31b1-b90c-dd96b07a0070,us_market,,3.945,,17.984,,,3.12,,1404710016.0,,,,19.275,11649872.0,0.0083,,1609372800.0,0.7911,3780000000.0,2.64,,,3.2368352,0.00119,1672444800.0,,1617148800.0,1.92,1620950400.0,1402365356.0,0.666847,106952654848.0,2,,,,,,0.306,3.2325118,1623715200.0,2.11,,19.996796,,0.0084,13213593.0,,,62.47,62.693,60.09949,0.01968945,0.4659,,62.693,,5621785,62.47,63.166573,1.23,62.693,5621785,,,1.26,1624924800.0,,,62.2174,USD,3548139,,,,87639859200.0,,,6203268,62.2174,62.39,3000,3548139,65.6,,1.94,52.51,62.03,False,0.0199,1300,62.693,62.39,https://logo.clearbit.com/mondelezinternational.com,23.632574,Suite 200,
63,C1430EKG,Consumer Cyclical,15546.0,"MercadoLibre, Inc. operates online commerce platforms in Latin America. It operates Mercado Libre Marketplace, an automated online commerce platform that enables businesses, merchants, and individuals to list merchandise and conduct sales and purchases online; and Mercado Pago FinTech, a financial technology solution platform, which facilitates transactions on and off its marketplaces by providing a mechanism that allows its users to send and receive payments online, as well as allows  users  to transfer money via their websites and mobile apps. The company also offers Mercado Fondo that allows users to invest funds deposited in their Mercado Pago accounts; and Mercado Credito that extends loans to certain merchants and consumers. In addition, it provides Mercado Envios logistics solution that enables sellers on its platform to utilize third-party carriers and other logistics service providers, as well as fulfillment and warehousing services for sellers. Further, the company provides Mercado Libre Classifieds, an online classified listing service, where users can list and purchase motor vehicles, real estate, and services. Additionally, it offers Mercado Ads, an advertising platform, which enables large retailers and brands to promote their products and services on the Internet. The company also provides Mercado Shops, an online storefronts solution, that enables users to set-up, manage, and promote their own Webstores. The company was incorporated in 1999 and is headquartered in Buenos Aires, Argentina.",Buenos Aires,54 11 4640 8000,,Argentina,[],http://www.mercadolibre.com,1,Pasaje Posta 4789,Internet Retail,0.07875,-0.0028900001,0.49216998,1005206016.0,1.114,0.05282,370088000.0,1075.0,buy,2034526000.0,-57399752.0,1965.0,1842.665,,1.217,0.03213,22.0,1951.4,,-0.01407,2500.0,1208728960.0,2518966016.0,4699814912.0,24.246,USD,94.412,0.673,2.0,NMS,"MercadoLibre, Inc.","MercadoLibre, Inc.",America/New_York,EDT,False,-14400000,,EQUITY,MELI,,,finmb_34322384,1de8296e-9008-3aa8-a0d2-cd4c53ee06bd,us_market,,16.537,,210.009,,,4.3,,49852300.0,,,,-0.61,1345391.0,0.027,,1609372800.0,0.82999,-15810000.0,-0.322,,,,0.082279995,1672444800.0,,1617148800.0,2.64,1619740800.0,45757948.0,1.479891,77721878528.0,2,,,,,,,19.545683,1622160000.0,2588.42,,428.52673,,0.0294,1214061.0,,,1887.57,1877.3,1561.7312,7.946726e-05,0.0,,1882.19,,522914,1887.57,1583.368,0.15,1877.3,522914,,,,1514419200.0,,,1833.24,USD,323159,,,,91861090304.0,,,395065,1833.24,1859.56,1300,323159,2020.0,,,959.87,1820.0,False,,900,1882.19,1842.665,https://logo.clearbit.com/mercadolibre.com,,6th Floor,
64,92879,Consumer Defensive,3013.0,"Monster Beverage Corporation, through its subsidiaries, develops, markets, sells, and distributes energy drink beverages and concentrates in the United States and internationally. It operates through three segments: Monster Energy Drinks, Strategic Brands, and Other. The company offers carbonated energy drinks, non-carbonated dairy based coffee and energy drinks, non-carbonated energy teas and shakes, non-carbonated energy drinks, and ready-to-drink packaged energy drinks primarily to bottlers and beverage distributors, as well as sells directly to retail grocery and specialty chains, wholesalers, club stores, mass merchandisers, convenience chains, drug stores, foodservice customers, value stores, e-commerce retailers, and the military; and concentrates and/or beverage bases to bottling and canning operations. Monster Beverage Corporation sells its products under the Monster Energy, Monster Energy Ultra, Monster Rehab, Monster MAXX, Java Monster, Muscle Monster, Espresso Monster, Punch Monster, Juice Monster, Monster Hydro, CaffÃ© Monster, Reign Total Body Fuel, Reign Inferno Thermogenic Fuel, NOS, Full Throttle, Burn, Mother, Nalu, Ultra Energy, Play and Power Play, Relentless, BPM, BU, Gladiator, Samurai, Live+, Predator, and Fury brands. The company was formerly known as Hansen Natural Corporation and changed its name to Monster Beverage Corporation in January 2012. Monster Beverage Corporation was incorporated in 1990 and is headquartered in Corona, California.",Corona,951 739 6200,CA,United States,[],http://www.monsterbevcorp.com,1,1 Monster Way,Beverages—Non-Alcoholic,0.36414,0.30247998,0.58607,1348504064.0,0.171,0.35196,1740715008.0,92.0,buy,2723880000.0,1042524352.0,105.0,97.62,0.135,4.353,0.18423,18.0,104.56,0.39,0.30993998,118.0,2158987008.0,21291000.0,4780357120.0,4.086,USD,9.059,3.754,2.1,NMS,Monster Beverage Corporation,Monster Beverage Corporation,America/New_York,EDT,True,-14400000,,EQUITY,MNST,,,finmb_343729,6b31f8c1-8ccb-3c8c-9326-266a7e7a5d4c,us_market,,9.651,,26.504,,,3.01,,528561984.0,,,,10.331,5199685.0,0.0098,,1609372800.0,0.65419996,1445953024.0,2.712,,,9.44923,0.28719,1672444800.0,,1617148800.0,2.9,1620950400.0,376222146.0,1.101086,46135205888.0,2,,1478736000.0,3:1,,,0.13,10.7938,1623715200.0,2.51,,32.431896,,0.0138,5649217.0,,,98.72,98.87,92.113625,,0.0,,98.65,,2491400,98.72,92.938,,98.87,2491400,,,,,,,97.44,USD,1088656,,,,51598221312.0,,,1967232,97.44,97.94,1000,1088656,99.89,,,75.45,97.62,False,,1000,98.65,97.62,https://logo.clearbit.com/monsterbevcorp.com,35.99558,,
65,98052-6399,Technology,181000.0,"Microsoft Corporation develops, licenses, and supports software, services, devices, and solutions worldwide. Its Productivity and Business Processes segment offers Office, Exchange, SharePoint, Microsoft Teams, Office 365 Security and Compliance, and Skype for Business, as well as related Client Access Licenses (CAL); Skype, Outlook.com, OneDrive, and LinkedIn; and Dynamics 365, a set of cloud-based and on-premises business solutions for small and medium businesses, organizations, and enterprise divisions. Its Intelligent Cloud segment licenses SQL, Windows Servers, Visual Studio, System Center, and related CALs; GitHub that provides a collaboration platform and code hosting service for developers; and Azure, a cloud platform. It also offers support services and Microsoft consulting services to assist customers in developing, deploying, and managing Microsoft server and desktop solutions; and training and certification to developers and IT professionals on Microsoft products. Its More Personal Computing segment provides Windows original equipment manufacturer (OEM) licensing and other non-volume licensing of the Windows operating system; Windows Commercial, such as volume licensing of the Windows operating system, Windows cloud services, and other Windows commercial offerings; patent licensing; Windows Internet of Things; and MSN advertising. It also offers Surface, PC accessories, PCs, tablets, gaming and entertainment consoles, and other devices; Gaming, including Xbox hardware, and Xbox content and services; video games and third-party video game royalties; and Search, including Bing and Microsoft advertising. It sells its products through OEMs, distributors, and resellers; and directly through digital marketplaces, online stores, and retail stores. It has a collaboration with Dynatrace, Inc., Morgan Stanley, Micro Focus, WPP plc, ACI Worldwide, Inc., and iCIMS, Inc. Microsoft Corporation was founded in 1975 and is headquartered in Redmond, Washington.",Redmond,425 882 8080,WA,United States,[],http://www.microsoft.com,1,One Microsoft Way,Software—Infrastructure,0.48080003,0.36451998,0.68926,76740001792.0,0.213,0.41595,80815996928.0,256.7,buy,115856000000.0,41337249792.0,300.0,289.81,0.486,2.08,0.13761,33.0,298.92,57.947,0.47079,340.0,130256003072.0,82277998592.0,168087994368.0,17.333,USD,22.272,1.898,1.6,NMS,Microsoft Corporation,Microsoft Corporation,America/New_York,EDT,True,-14400000,,EQUITY,MSFT,,,finmb_21835,b004b3ec-de24-385e-b2c1-923f10d3fb62,us_market,,12.521,,26.042,,,8.36,,7531570176.0,,,,17.853,47983963.0,0.0064,,1625011200.0,0.72183,61270999040.0,7.338,,,16.233126,0.00078,1688083200.0,,1625011200.0,1.94,1625011200.0,7507000612.0,0.776223,2104587452416.0,2,,1045526400.0,2:1,,,0.469,12.985605,1627603200.0,1.95,,34.666267,,0.0064,50822833.0,,,286.95,286.63,253.90341,0.0076319915,0.272,,289.97,,16506028,286.95,279.92172,2.19,286.63,16506028,,,2.24,1629244800.0,,,286.34,USD,12803680,,,,2182724321280.0,,,23199378,286.34,289.78,2200,12803680,291.55,,1.54,196.25,289.73,False,0.0078,900,289.97,289.81,https://logo.clearbit.com/microsoft.com,39.49441,,
66,83716-9632,Technology,40000.0,"Micron Technology, Inc. designs, manufactures, and sells memory and storage products worldwide. The company operates through four segments: Compute and Networking Business Unit, Mobile Business Unit, Storage Business Unit, and Embedded Business Unit. It offers memory and storage technologies, including DRAM, NAND, NOR, and 3D XPoint memory under the Micron and Crucial brands, as well as through private labels. The company provides memory products for the cloud server, enterprise, client, graphics, and networking markets, as well as for smartphone and other mobile-device markets; SSDs and component-level solutions for the enterprise and cloud, client, and consumer storage markets; other discrete storage products in component and wafer forms for the removable storage markets, as well as 3D XPoint memory products; and memory and storage products for the automotive, industrial, and consumer markets. It markets its products through its direct sales force, independent sales representatives, distributors, and retailers; and web-based customer direct sales channel, as well as through channel and distribution partners. Micron Technology, Inc. was founded in 1978 and is headquartered in Boise, Idaho.",Boise,208 368 4000,ID,United States,[],http://www.micron.com,1,8000 South Federal Way,Semiconductors,0.41084,0.13602,0.30702,9317999616.0,0.3,0.15449001,9656000512.0,90.0,buy,6552000000.0,-3503000064.0,112.5,70.25,0.472,3.18,0.043730002,30.0,118.82,17.719,0.08229999,172.0,7184000000.0,7205000192.0,23502999552.0,6.406,USD,21.088,1.939,1.9,NMS,"Micron Technology, Inc.","Micron Technology, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,MU,,,finmb_289030,e5919ba9-cf2e-303b-9bc9-8334a7f64daa,us_market,,3.771,,9.179,,,10.6,,1121420032.0,,,,36.274,22896676.0,0.020399999,,1599091200.0,0.84073997,3196999936.0,2.812,,,1.936649,0.00164,1662163200.0,,1614816000.0,1.27,1619740800.0,1118735378.0,1.250543,88635260928.0,2,,957225600.0,2:1,,,0.489,3.3519025,1622160000.0,0.25,,6.6273584,,0.020499999,21386053.0,,,75.03,72.18,83.73123,,0.0,,72.2,,21909114,75.03,78.68714,,72.18,21909114,,,,831427200.0,,,68.81,USD,72433873,,,,78779760640.0,,,19395540,68.81,70.26,1300,72433873,96.96,,,42.25,70.25,False,,1100,72.2,70.25,https://logo.clearbit.com/micron.com,24.982218,,208 368 4617
67,95134,Technology,7115.0,"Maxim Integrated Products, Inc. designs, develops, manufactures, and markets a range of linear and mixed-signal integrated circuits in the United States, China, rest of Asia, Europe, and internationally. The company also provides various high-frequency process technologies and capabilities used in custom designs. It serves automotive, communications and data center, consumer, and industrial markets. The company markets its products through a direct-sales and applications organization, as well as through its own and other unaffiliated distribution channels. Maxim Integrated Products, Inc. was founded in 1983 and is headquartered in San Jose, California.",San Jose,408 601 1000,CA,United States,[],http://www.maximintegrated.com,1,160 Rio Robles,Semiconductors,0.39161,0.31766,0.66666,856779008.0,0.184,0.34715998,962598976.0,74.0,hold,1432652000.0,599375744.0,97.0,98.46,0.373,5.378,0.13814999,11.0,96.82,48.824,0.41432998,114.0,2033972992.0,1049308032.0,2458042880.0,7.579,USD,9.2,4.874,2.8,NMS,"Maxim Integrated Products, Inc.","Maxim Integrated Products, Inc.",America/New_York,EDT,True,-14400000,,EQUITY,MXIM,,,finmb_95673,865fb18a-117b-31aa-b954-95241056082d,us_market,,10.556,,26.957,,,3.44,,268364000.0,,,,8.008,12292657.0,0.0458,,1593216000.0,0.85462,780819968.0,2.892,,,12.295204,0.00587,1656288000.0,,1616803200.0,4.11,1619740800.0,266541465.0,1.2,25948311552.0,2,,945820800.0,2:1,,,0.365,10.749658,1622160000.0,1.46,,28.622093,,0.059499998,11790833.0,,,99.94,99.43,95.91109,0.0048028813,0.33220002,,99.43,,3125042,99.94,100.330284,0.48,99.43,3125042,,,,1598400000.0,,,97.39,USD,1391776,,,,26423119872.0,,,2372215,97.39,98.71,1000,1391776,105.49,,2.84,63.74,98.44,False,,800,99.43,98.46,https://logo.clearbit.com/maximintegrated.com,34.045643,,
